Case ID,Activity,Complete Timestamp
1-618143224,Queued-Awaiting Assignment,01:00.0
1-618170625,Accepted-In Progress,24:37.0
1-618170625,Accepted-Assigned,49:27.0
1-618170625,Accepted-Wait,32:11.0
1-618170625,Completed-Closed,04:26.0
1-618171180,Accepted-In Progress,02:03.0
1-618171180,Accepted-Wait,13:35.0
1-618171180,Completed-Closed,57:51.0
1-618283927,Accepted-In Progress,19:01.0
1-618283927,Completed-Closed,21:33.0
1-618283927,Accepted-In Progress,12:42.0
1-618350811,Queued-Awaiting Assignment,34:55.0
1-618350811,Accepted-In Progress,45:03.0
1-618350811,Accepted-Wait,12:21.0
1-618350811,Accepted-In Progress,22:48.0
1-618350811,Queued-Awaiting Assignment,23:34.0
1-618350811,Accepted-In Progress,24:20.0
1-618350811,Queued-Awaiting Assignment,43:34.0
1-618350811,Accepted-Wait,22:53.0
1-618350811,Accepted-Wait,05:20.0
1-618350811,Queued-Awaiting Assignment,19:23.0
1-618350811,Accepted-In Progress,58:46.0
1-618350811,Queued-Awaiting Assignment,42:48.0
1-618350811,Accepted-In Progress,41:29.0
1-618350811,Accepted-In Progress,40:01.0
1-618350811,Completed-Closed,42:04.0
1-618350811,Accepted-Wait,33:39.0
1-618350811,Accepted-Wait,28:00.0
1-618350811,Accepted-In Progress,53:06.0
1-618350811,Queued-Awaiting Assignment,31:51.0
1-618350811,Accepted-In Progress,48:20.0
1-618350811,Accepted-Wait,57:08.0
1-618350811,Accepted-In Progress,31:18.0
1-618350811,Accepted-Wait,01:49.0
1-618350811,Accepted-In Progress,46:45.0
1-618350811,Accepted-Wait,40:25.0
1-618350811,Accepted-In Progress,31:50.0
1-618350811,Accepted-In Progress,07:03.0
1-618350811,Accepted-In Progress,54:02.0
1-618350811,Accepted-In Progress,19:43.0
1-618350811,Accepted-Wait,32:18.0
1-618350811,Accepted-In Progress,30:32.0
1-618350811,Accepted-Wait,50:36.0
1-618350811,Accepted-In Progress,46:34.0
1-618350811,Accepted-Wait,47:39.0
1-618350811,Accepted-In Progress,48:13.0
1-618589528,Accepted-In Progress,52:56.0
1-618589528,Accepted-Assigned,54:50.0
1-618589528,Accepted-In Progress,05:32.0
1-618589528,Accepted-In Progress,53:39.0
1-618589528,Completed-Closed,53:45.0
1-618620384,Completed-Closed,41:54.0
1-618620384,Accepted-In Progress,20:57.0
1-618764275,Accepted-In Progress,57:56.0
1-618764275,Accepted-Assigned,32:55.0
1-618764275,Accepted-In Progress,22:03.0
1-618764275,Accepted-Wait,15:01.0
1-618764275,Accepted-In Progress,15:47.0
1-618764275,Accepted-Assigned,23:13.0
1-618764275,Accepted-In Progress,56:03.0
1-618764275,Completed-Closed,56:06.0
1-618859631,Accepted-In Progress,34:34.0
1-618859631,Queued-Awaiting Assignment,35:30.0
1-618859631,Completed-Closed,11:19.0
1-618859631,Accepted-In Progress,29:04.0
1-618859631,Queued-Awaiting Assignment,44:20.0
1-618859631,Accepted-Wait,50:49.0
1-618859631,Accepted-In Progress,44:11.0
1-618859631,Accepted-In Progress,11:24.0
1-618859631,Completed-Closed,11:34.0
1-618883006,Accepted-In Progress,39:11.0
1-618883006,Queued-Awaiting Assignment,39:48.0
1-618883006,Accepted-In Progress,49:59.0
1-618883006,Queued-Awaiting Assignment,50:11.0
1-618883006,Accepted-In Progress,31:59.0
1-618883006,Completed-Closed,32:02.0
1-619053302,Accepted-In Progress,14:01.0
1-619053302,Accepted-In Progress,15:31.0
1-619053302,Accepted-Assigned,47:07.0
1-619053302,Accepted-In Progress,44:20.0
1-619053302,Completed-Closed,15:35.0
1-619053302,Accepted-Assigned,14:03.0
1-619053302,Accepted-In Progress,13:40.0
1-619053302,Queued-Awaiting Assignment,06:46.0
1-619053302,Accepted-In Progress,04:01.0
1-619067777,Accepted-Wait,52:18.0
1-619067777,Accepted-In Progress,25:12.0
1-619067777,Completed-Closed,26:16.0
1-619067777,Accepted-In Progress,52:12.0
1-619067777,Accepted-In Progress,46:41.0
1-619067777,Queued-Awaiting Assignment,47:20.0
1-619087129,Accepted-In Progress,09:21.0
1-619087129,Completed-Closed,10:20.0
1-619109941,Completed-Closed,16:43.0
1-619109941,Accepted-Wait,39:27.0
1-619109941,Accepted-In Progress,36:25.0
1-619109941,Accepted-Assigned,32:18.0
1-619109941,Accepted-In Progress,31:28.0
1-619109941,Queued-Awaiting Assignment,17:46.0
1-619109941,Accepted-In Progress,17:15.0
1-619109941,Queued-Awaiting Assignment,13:51.0
1-619109941,Accepted-In Progress,13:14.0
1-619109941,Queued-Awaiting Assignment,13:13.0
1-619109941,Accepted-Wait,54:19.0
1-619109941,Accepted-In Progress,54:20.0
1-619109941,Queued-Awaiting Assignment,56:00.0
1-619109941,Accepted-In Progress,50:12.0
1-619109941,Queued-Awaiting Assignment,35:01.0
1-619109941,Accepted-In Progress,32:54.0
1-619109941,Queued-Awaiting Assignment,51:13.0
1-619109941,Accepted-In Progress,45:33.0
1-619146141,Accepted-In Progress,52:12.0
1-619146141,Accepted-Wait,17:23.0
1-619146141,Accepted-Wait,42:32.0
1-619146141,Completed-Closed,22:20.0
1-619146141,Queued-Awaiting Assignment,57:32.0
1-619146141,Accepted-In Progress,46:56.0
1-619146141,Queued-Awaiting Assignment,20:26.0
1-619175501,Accepted-Assigned,35:34.0
1-619175501,Accepted-In Progress,22:13.0
1-619175501,Completed-Closed,12:54.0
1-619201265,Accepted-In Progress,16:19.0
1-619201265,Completed-Closed,16:30.0
1-619201265,Accepted-In Progress,17:15.0
1-619201265,Accepted-Assigned,49:25.0
1-619232031,Accepted-In Progress,29:22.0
1-619232031,Accepted-Wait,12:58.0
1-619232031,Completed-Closed,43:46.0
1-619254483,Accepted-In Progress,37:58.0
1-619254483,Completed-Closed,11:14.0
1-619550849,Queued-Awaiting Assignment,18:06.0
1-619550849,Accepted-In Progress,49:24.0
1-619550849,Queued-Awaiting Assignment,16:34.0
1-619550849,Accepted-In Progress,46:02.0
1-619550849,Accepted-In Progress,25:56.0
1-619550849,Accepted-In Progress,19:07.0
1-619550849,Accepted-In Progress,02:18.0
1-619550849,Accepted-Wait,27:52.0
1-619550849,Completed-Closed,31:20.0
1-619550849,Queued-Awaiting Assignment,46:27.0
1-619575181,Accepted-In Progress,33:37.0
1-619575181,Completed-Closed,29:02.0
1-619575181,Accepted-In Progress,57:37.0
1-619575181,Completed-Closed,09:15.0
1-619589599,Accepted-In Progress,31:18.0
1-619589599,Queued-Awaiting Assignment,44:00.0
1-619589599,Completed-Closed,55:32.0
1-619589599,Accepted-In Progress,33:16.0
1-619589599,Queued-Awaiting Assignment,31:25.0
1-619589599,Accepted-In Progress,14:44.0
1-619589599,Accepted-In Progress,30:38.0
1-619589599,Queued-Awaiting Assignment,53:59.0
1-619589599,Accepted-Assigned,14:07.0
1-619589599,Accepted-In Progress,13:34.0
1-619589599,Queued-Awaiting Assignment,13:16.0
1-619684455,Accepted-In Progress,59:00.0
1-619684455,Completed-Closed,06:08.0
1-619699161,Accepted-In Progress,35:14.0
1-619699161,Accepted-In Progress,28:52.0
1-619699161,Accepted-In Progress,50:03.0
1-619699161,Accepted-In Progress,01:36.0
1-619699161,Completed-Closed,51:19.0
1-619699161,Queued-Awaiting Assignment,13:30.0
1-619699161,Completed-Closed,41:47.0
1-619699161,Accepted-Assigned,49:44.0
1-619699161,Accepted-Assigned,40:16.0
1-619719949,Accepted-In Progress,35:14.0
1-619719949,Queued-Awaiting Assignment,02:06.0
1-619719949,Queued-Awaiting Assignment,23:22.0
1-619719949,Accepted-In Progress,48:30.0
1-619719949,Queued-Awaiting Assignment,59:13.0
1-619719949,Accepted-In Progress,00:14.0
1-619719949,Completed-Closed,54:05.0
1-619767065,Completed-Closed,34:28.0
1-619767065,Accepted-In Progress,38:34.0
1-619767065,Accepted-In Progress,57:43.0
1-619857642,Accepted-In Progress,55:59.0
1-619857642,Accepted-In Progress,05:25.0
1-619857642,Completed-Closed,12:47.0
1-620015297,Accepted-In Progress,51:12.0
1-620015297,Completed-Closed,12:13.0
1-620074564,Accepted-In Progress,02:09.0
1-620074564,Completed-Closed,48:40.0
1-620430705,Accepted-In Progress,17:12.0
1-620430705,Completed-Closed,19:39.0
1-620432583,Accepted-In Progress,53:52.0
1-620432583,Completed-Closed,05:09.0
1-620432583,Accepted-Wait,51:48.0
1-620432583,Queued-Awaiting Assignment,39:00.0
1-620432583,Accepted-In Progress,38:29.0
1-620432583,Accepted-In Progress,51:36.0
1-620483711,Accepted-In Progress,12:52.0
1-620483711,Queued-Awaiting Assignment,27:06.0
1-620483711,Accepted-In Progress,18:53.0
1-620483711,Queued-Awaiting Assignment,57:49.0
1-620483711,Accepted-In Progress,58:14.0
1-620483711,Accepted-Assigned,04:35.0
1-620483711,Completed-Closed,50:18.0
1-620572095,Completed-Closed,32:04.0
1-620572095,Accepted-In Progress,19:35.0
1-620584677,Accepted-In Progress,07:47.0
1-620584677,Accepted-Assigned,17:43.0
1-620584677,Accepted-In Progress,56:47.0
1-620584677,Completed-Closed,57:10.0
1-620656965,Accepted-In Progress,57:08.0
1-620656965,Completed-Closed,50:31.0
1-620705595,Accepted-In Progress,52:47.0
1-620705595,Completed-Closed,05:10.0
1-620857518,Accepted-In Progress,59:32.0
1-620857518,Completed-Closed,21:05.0
1-620925267,Accepted-In Progress,48:24.0
1-620925267,Completed-Closed,51:47.0
1-620925267,Accepted-Assigned,19:05.0
1-620925267,Accepted-In Progress,10:07.0
1-620925267,Accepted-In Progress,56:25.0
1-621023087,Accepted-In Progress,23:24.0
1-621023087,Completed-Closed,07:51.0
1-621039603,Accepted-In Progress,59:55.0
1-621039603,Completed-Closed,43:32.0
1-621061021,Accepted-In Progress,03:03.0
1-621061021,Accepted-In Progress,44:01.0
1-621061021,Queued-Awaiting Assignment,44:37.0
1-621061021,Accepted-Assigned,14:35.0
1-621061021,Accepted-Wait,48:03.0
1-621061021,Completed-Closed,58:43.0
1-621311061,Completed-Closed,22:15.0
1-621311061,Accepted-In Progress,34:36.0
1-621311061,Completed-Closed,12:40.0
1-621311061,Accepted-In Progress,08:42.0
1-621311061,Accepted-In Progress,18:16.0
1-621311061,Accepted-In Progress,38:44.0
1-621311061,Completed-Closed,01:07.0
1-621311061,Completed-Closed,09:47.0
1-621311061,Accepted-In Progress,35:53.0
1-621322866,Accepted-In Progress,13:39.0
1-621322866,Completed-Closed,00:57.0
1-621369891,Accepted-In Progress,00:42.0
1-621369891,Completed-Closed,43:57.0
1-621393223,Accepted-In Progress,34:45.0
1-621393223,Queued-Awaiting Assignment,43:58.0
1-621393223,Completed-Closed,34:51.0
1-621393223,Accepted-Assigned,10:00.0
1-621393223,Accepted-Assigned,31:39.0
1-621393223,Queued-Awaiting Assignment,44:12.0
1-621393223,Queued-Awaiting Assignment,33:04.0
1-621393223,Accepted-In Progress,38:35.0
1-621571462,Accepted-In Progress,25:41.0
1-621571462,Completed-Closed,53:51.0
1-622154016,Queued-Awaiting Assignment,31:14.0
1-622154016,Accepted-In Progress,41:11.0
1-622154016,Completed-Closed,05:51.0
1-622154016,Accepted-In Progress,36:29.0
1-622154016,Queued-Awaiting Assignment,19:08.0
1-622154016,Accepted-In Progress,18:13.0
1-622154016,Accepted-Wait,07:56.0
1-622154016,Queued-Awaiting Assignment,56:48.0
1-622154016,Accepted-In Progress,29:16.0
1-622154016,Accepted-Wait,41:18.0
1-622154016,Queued-Awaiting Assignment,53:34.0
1-622154016,Accepted-In Progress,53:19.0
1-622154016,Accepted-In Progress,53:05.0
1-622154016,Accepted-In Progress,50:27.0
1-622154016,Accepted-Assigned,52:13.0
1-622154016,Accepted-In Progress,07:04.0
1-622154016,Accepted-In Progress,07:45.0
1-622156083,Completed-Closed,31:09.0
1-622156083,Accepted-In Progress,30:30.0
1-622156083,Accepted-Assigned,54:04.0
1-622156083,Queued-Awaiting Assignment,51:38.0
1-622156083,Accepted-In Progress,50:53.0
1-622295317,Accepted-In Progress,33:32.0
1-622295317,Accepted-Wait,22:18.0
1-622295317,Completed-Closed,45:50.0
1-622618613,Accepted-In Progress,07:15.0
1-622618613,Queued-Awaiting Assignment,07:39.0
1-622618613,Accepted-In Progress,11:12.0
1-622618613,Accepted-Wait,11:20.0
1-622618613,Completed-Closed,38:31.0
1-622630582,Completed-Closed,53:03.0
1-622630582,Accepted-Wait,43:10.0
1-622630582,Accepted-In Progress,47:00.0
1-622652886,Accepted-In Progress,52:25.0
1-622652886,Completed-Closed,41:11.0
1-622783644,Accepted-In Progress,19:11.0
1-622783644,Accepted-Wait,32:16.0
1-622783644,Accepted-In Progress,01:25.0
1-622783644,Completed-Closed,02:02.0
1-622806196,Accepted-In Progress,05:09.0
1-622806196,Accepted-Wait,21:14.0
1-622806196,Accepted-In Progress,03:00.0
1-622806196,Completed-Closed,05:26.0
1-622847448,Accepted-In Progress,31:16.0
1-622847448,Completed-Closed,32:27.0
1-622847448,Accepted-In Progress,36:57.0
1-622847448,Accepted-Assigned,23:34.0
1-622856843,Accepted-In Progress,27:52.0
1-622856843,Completed-Closed,29:10.0
1-622874191,Accepted-In Progress,19:40.0
1-622874191,Accepted-In Progress,55:54.0
1-622874191,Completed-Closed,19:24.0
1-622884303,Accepted-In Progress,28:06.0
1-622884303,Accepted-Wait,15:37.0
1-622884303,Completed-Closed,52:39.0
1-622940906,Completed-Closed,10:00.0
1-622940906,Accepted-In Progress,07:55.0
1-622940906,Accepted-In Progress,52:14.0
1-623152702,Accepted-In Progress,51:50.0
1-623152702,Completed-Closed,09:47.0
1-623336818,Accepted-In Progress,46:39.0
1-623336818,Completed-Closed,38:46.0
1-623354971,Accepted-In Progress,45:16.0
1-623354971,Accepted-Assigned,51:17.0
1-623354971,Accepted-In Progress,16:34.0
1-623354971,Completed-Closed,16:37.0
1-623520821,Accepted-In Progress,27:37.0
1-623520821,Accepted-In Progress,37:01.0
1-623520821,Accepted-In Progress,17:55.0
1-623520821,Accepted-Wait,10:20.0
1-623520821,Accepted-Wait,27:55.0
1-623520821,Accepted-Wait,11:01.0
1-623520821,Completed-Closed,30:19.0
1-623521280,Accepted-Wait,24:49.0
1-623521280,Accepted-In Progress,02:10.0
1-623521280,Accepted-Wait,05:17.0
1-623521280,Completed-Closed,45:01.0
1-623626713,Accepted-In Progress,27:57.0
1-623626713,Accepted-Wait,28:40.0
1-623626713,Accepted-In Progress,40:27.0
1-623626713,Accepted-Wait,13:16.0
1-623626713,Completed-Closed,16:31.0
1-623792185,Accepted-In Progress,20:02.0
1-623792185,Accepted-In Progress,04:41.0
1-623792185,Accepted-Wait,12:41.0
1-623792185,Completed-Closed,21:03.0
1-623792185,Queued-Awaiting Assignment,32:53.0
1-623792185,Accepted-In Progress,57:47.0
1-623792185,Queued-Awaiting Assignment,40:11.0
1-623792185,Accepted-In Progress,00:50.0
1-623859845,Accepted-In Progress,06:21.0
1-623859845,Completed-Closed,33:07.0
1-623873811,Accepted-In Progress,21:33.0
1-623873811,Accepted-Wait,23:52.0
1-623873811,Accepted-In Progress,16:05.0
1-623873811,Completed-Closed,27:10.0
1-623873811,Accepted-In Progress,14:19.0
1-623873811,Accepted-In Progress,02:54.0
1-623873811,Completed-Closed,02:19.0
1-623873811,Completed-Closed,05:32.0
1-623873811,Accepted-In Progress,23:53.0
1-623873811,Queued-Awaiting Assignment,16:44.0
1-623873811,Accepted-Assigned,15:33.0
1-623873811,Queued-Awaiting Assignment,36:41.0
1-623873811,Accepted-Wait,19:48.0
1-624009613,Accepted-In Progress,38:51.0
1-624009613,Completed-Closed,59:23.0
1-624219528,Accepted-In Progress,55:26.0
1-624219528,Completed-Closed,36:54.0
1-624305845,Queued-Awaiting Assignment,58:06.0
1-624305845,Accepted-In Progress,12:12.0
1-624305845,Completed-Closed,17:05.0
1-624403918,Accepted-In Progress,45:30.0
1-624403918,Accepted-Wait,30:21.0
1-624403918,Accepted-Wait,03:51.0
1-624403918,Accepted-In Progress,03:42.0
1-624403918,Queued-Awaiting Assignment,26:31.0
1-624403918,Accepted-In Progress,30:24.0
1-624403918,Accepted-In Progress,21:21.0
1-624403918,Queued-Awaiting Assignment,36:37.0
1-624403918,Completed-Closed,45:21.0
1-624403918,Accepted-In Progress,29:31.0
1-624403918,Completed-Closed,54:45.0
1-624450715,Completed-Closed,07:57.0
1-624450715,Accepted-In Progress,23:36.0
1-624450715,Accepted-Wait,23:45.0
1-624711258,Queued-Awaiting Assignment,17:50.0
1-624711258,Accepted-In Progress,13:45.0
1-624711258,Accepted-In Progress,20:27.0
1-624711258,Completed-Closed,00:12.0
1-624745314,Accepted-In Progress,51:26.0
1-624745314,Completed-Closed,15:41.0
1-624845426,Accepted-In Progress,40:07.0
1-624845426,Queued-Awaiting Assignment,40:33.0
1-624845426,Accepted-In Progress,39:30.0
1-624845426,Completed-Closed,26:23.0
1-625322174,Completed-Closed,55:11.0
1-625322174,Accepted-Wait,52:47.0
1-625322174,Accepted-In Progress,52:39.0
1-625322174,Accepted-In Progress,18:28.0
1-625322174,Queued-Awaiting Assignment,19:36.0
1-625459293,Accepted-In Progress,13:32.0
1-625459293,Queued-Awaiting Assignment,14:22.0
1-625459293,Accepted-In Progress,08:46.0
1-625459293,Accepted-Wait,25:39.0
1-625459293,Completed-Closed,33:55.0
1-625628532,Accepted-In Progress,09:42.0
1-625628532,Completed-Closed,23:30.0
1-625634702,Accepted-In Progress,49:47.0
1-625634702,Accepted-Wait,13:42.0
1-625634702,Completed-Closed,53:58.0
1-625634824,Completed-Closed,24:03.0
1-625634824,Accepted-Wait,13:17.0
1-625634824,Accepted-In Progress,57:11.0
1-625634936,Accepted-In Progress,03:01.0
1-625634936,Accepted-Wait,12:46.0
1-625634936,Completed-Closed,19:42.0
1-625646775,Accepted-In Progress,00:43.0
1-625646775,Completed-Closed,56:47.0
1-626102521,Accepted-In Progress,15:13.0
1-626102521,Completed-Closed,29:08.0
1-626212681,Accepted-Wait,26:26.0
1-626212681,Accepted-In Progress,32:17.0
1-626212681,Accepted-In Progress,02:25.0
1-626212681,Completed-Closed,35:33.0
1-626292231,Completed-Closed,06:04.0
1-626292231,Accepted-In Progress,04:15.0
1-626292231,Completed-Closed,50:17.0
1-626292231,Accepted-In Progress,48:36.0
1-626292231,Accepted-In Progress,49:14.0
1-626292231,Accepted-Wait,48:51.0
1-626462354,Accepted-Wait,43:55.0
1-626462354,Completed-Closed,02:51.0
1-626462354,Accepted-In Progress,59:29.0
1-626510640,Completed-Closed,39:10.0
1-626510640,Accepted-In Progress,37:55.0
1-626510640,Accepted-Wait,44:11.0
1-626510640,Accepted-In Progress,45:56.0
1-626510640,Accepted-Wait,40:49.0
1-626510640,Accepted-Wait,03:49.0
1-626510640,Accepted-In Progress,39:32.0
1-626510640,Accepted-In Progress,19:22.0
1-626515794,Accepted-In Progress,07:40.0
1-626515794,Accepted-Assigned,26:59.0
1-626515794,Accepted-Assigned,33:36.0
1-626515794,Accepted-In Progress,12:19.0
1-626515794,Completed-Closed,13:30.0
1-626760391,Accepted-In Progress,43:16.0
1-626760391,Accepted-In Progress,33:11.0
1-626760391,Completed-Closed,33:48.0
1-626834451,Accepted-Assigned,26:35.0
1-626834451,Completed-Closed,03:13.0
1-626834451,Accepted-In Progress,25:10.0
1-627163101,Accepted-In Progress,14:19.0
1-627163101,Accepted-Wait,17:47.0
1-627163101,Accepted-In Progress,23:43.0
1-627163101,Accepted-In Progress,35:52.0
1-627163101,Accepted-In Progress,28:17.0
1-627163101,Completed-Closed,32:27.0
1-627190551,Accepted-In Progress,22:21.0
1-627190551,Accepted-Wait,31:17.0
1-627190551,Completed-Closed,28:45.0
1-627190551,Accepted-In Progress,47:16.0
1-627190551,Completed-Closed,13:03.0
1-627190551,Accepted-In Progress,06:12.0
1-627190551,Accepted-Wait,47:23.0
1-627336700,Completed-Closed,18:51.0
1-627336700,Accepted-In Progress,18:50.0
1-627336700,Accepted-Assigned,40:06.0
1-627336700,Accepted-In Progress,39:43.0
1-627337013,Accepted-In Progress,13:58.0
1-627337013,Accepted-In Progress,12:53.0
1-627337013,Completed-Closed,37:25.0
1-627532005,Accepted-In Progress,33:20.0
1-627532005,Accepted-Assigned,33:49.0
1-627532005,Accepted-Wait,52:30.0
1-627532005,Completed-Closed,38:19.0
1-627557462,Completed-Closed,51:37.0
1-627557462,Accepted-In Progress,57:20.0
1-627557462,Accepted-In Progress,58:06.0
1-627630611,Accepted-In Progress,43:03.0
1-627630611,Queued-Awaiting Assignment,46:04.0
1-627630611,Accepted-In Progress,36:20.0
1-627630611,Completed-Closed,49:48.0
1-627878397,Accepted-In Progress,00:33.0
1-627878397,Accepted-In Progress,37:20.0
1-627878397,Completed-Closed,38:04.0
1-627936524,Accepted-In Progress,03:52.0
1-627936524,Completed-Closed,20:55.0
1-627980711,Accepted-In Progress,26:34.0
1-627980711,Completed-Closed,40:27.0
1-628078553,Completed-Closed,42:44.0
1-628078553,Accepted-In Progress,59:52.0
1-628105478,Accepted-In Progress,57:58.0
1-628105478,Accepted-Assigned,54:54.0
1-628105478,Accepted-In Progress,39:00.0
1-628105478,Completed-Closed,41:34.0
1-628203323,Accepted-In Progress,18:37.0
1-628203323,Accepted-In Progress,21:45.0
1-628203323,Accepted-Assigned,36:48.0
1-628203323,Accepted-In Progress,05:29.0
1-628203323,Accepted-Wait,43:17.0
1-628203323,Accepted-In Progress,11:09.0
1-628203323,Completed-Closed,29:27.0
1-628222366,Completed-Closed,51:27.0
1-628222366,Accepted-In Progress,57:48.0
1-628255780,Accepted-In Progress,59:12.0
1-628255780,Completed-Closed,51:12.0
1-628669941,Accepted-In Progress,46:51.0
1-628669941,Completed-Closed,24:05.0
1-628704675,Accepted-In Progress,14:17.0
1-628704675,Queued-Awaiting Assignment,46:17.0
1-628704675,Completed-Closed,30:41.0
1-628704675,Queued-Awaiting Assignment,17:34.0
1-628704675,Accepted-In Progress,16:00.0
1-628704675,Accepted-In Progress,45:11.0
1-629618537,Completed-Closed,40:32.0
1-629618537,Accepted-In Progress,33:09.0
1-629618537,Accepted-In Progress,06:43.0
1-629618537,Accepted-Assigned,07:18.0
1-629629428,Accepted-In Progress,05:25.0
1-629629428,Accepted-Assigned,04:40.0
1-629629428,Accepted-In Progress,40:31.0
1-629629428,Completed-Closed,41:49.0
1-629642635,Accepted-In Progress,53:22.0
1-629642635,Accepted-In Progress,58:58.0
1-629642635,Accepted-Wait,14:07.0
1-629642635,Accepted-In Progress,29:41.0
1-629642635,Completed-Closed,30:25.0
1-629991273,Accepted-In Progress,01:35.0
1-629991273,Completed-Closed,02:09.0
1-629991273,Accepted-In Progress,10:10.0
1-630156753,Accepted-In Progress,27:37.0
1-630156753,Queued-Awaiting Assignment,33:19.0
1-630156753,Accepted-In Progress,59:53.0
1-630156753,Completed-Closed,08:22.0
1-630493188,Accepted-In Progress,18:50.0
1-630493188,Completed-Closed,21:33.0
1-631001113,Completed-Closed,23:31.0
1-631001113,Accepted-In Progress,34:26.0
1-631117870,Accepted-In Progress,45:55.0
1-631117870,Accepted-Wait,47:40.0
1-631117870,Completed-Closed,54:09.0
1-631117870,Queued-Awaiting Assignment,38:12.0
1-631117870,Accepted-Wait,21:00.0
1-631117870,Accepted-Wait,49:46.0
1-631117870,Queued-Awaiting Assignment,19:55.0
1-631117870,Accepted-In Progress,24:36.0
1-631117870,Accepted-In Progress,53:18.0
1-631509503,Accepted-In Progress,51:11.0
1-631509503,Completed-Closed,00:43.0
1-632486751,Accepted-In Progress,13:30.0
1-632486751,Accepted-Assigned,04:38.0
1-632486751,Accepted-In Progress,05:35.0
1-632486751,Completed-Closed,06:57.0
1-633036453,Queued-Awaiting Assignment,53:17.0
1-633036453,Completed-Closed,48:12.0
1-633036453,Accepted-In Progress,40:35.0
1-633036453,Accepted-In Progress,54:20.0
1-633092732,Accepted-In Progress,53:21.0
1-633092732,Accepted-In Progress,35:48.0
1-633092732,Completed-Closed,39:52.0
1-633184307,Completed-Closed,23:58.0
1-633184307,Accepted-In Progress,31:30.0
1-634447637,Accepted-In Progress,05:16.0
1-634447637,Accepted-In Progress,39:31.0
1-634447637,Accepted-Wait,42:06.0
1-634447637,Completed-Closed,05:38.0
1-634479154,Accepted-In Progress,28:12.0
1-634479154,Completed-Closed,06:32.0
1-634487640,Completed-Closed,31:46.0
1-634487640,Accepted-In Progress,50:05.0
1-634506651,Accepted-In Progress,36:18.0
1-634506651,Completed-Closed,53:35.0
1-634533656,Accepted-In Progress,02:22.0
1-634533656,Completed-Closed,11:00.0
1-635351501,Accepted-In Progress,27:48.0
1-635351501,Completed-Closed,42:53.0
1-635382525,Completed-Closed,36:47.0
1-635382525,Accepted-In Progress,48:54.0
1-635404161,Accepted-In Progress,10:14.0
1-635404161,Accepted-Wait,10:27.0
1-635404161,Completed-Closed,30:20.0
1-636080278,Accepted-In Progress,21:10.0
1-636080278,Queued-Awaiting Assignment,06:24.0
1-636080278,Accepted-In Progress,40:03.0
1-636080278,Completed-Closed,21:59.0
1-636080278,Queued-Awaiting Assignment,30:19.0
1-636080278,Accepted-In Progress,59:41.0
1-636080278,Queued-Awaiting Assignment,54:45.0
1-636080278,Queued-Awaiting Assignment,51:57.0
1-636080278,Accepted-In Progress,28:35.0
1-636080278,Accepted-In Progress,10:26.0
1-636080278,Queued-Awaiting Assignment,24:16.0
1-636102195,Accepted-Assigned,04:23.0
1-636102195,Accepted-Wait,30:53.0
1-636102195,Completed-Closed,51:35.0
1-636102195,Queued-Awaiting Assignment,17:23.0
1-636102195,Accepted-In Progress,05:47.0
1-636102195,Accepted-Wait,15:10.0
1-636501102,Accepted-In Progress,40:01.0
1-636501102,Completed-Closed,01:01.0
1-636789520,Accepted-In Progress,56:13.0
1-636789520,Completed-Closed,57:45.0
1-636849620,Accepted-Wait,25:34.0
1-636849620,Completed-Closed,14:33.0
1-636849620,Accepted-Assigned,33:25.0
1-636849620,Accepted-In Progress,30:45.0
1-636849620,Accepted-In Progress,57:41.0
1-636852199,Accepted-Assigned,34:33.0
1-636852199,Accepted-Assigned,21:49.0
1-636852199,Accepted-In Progress,15:44.0
1-636852199,Completed-Closed,45:12.0
1-636867758,Accepted-In Progress,07:32.0
1-636867758,Completed-Closed,14:54.0
1-636931254,Completed-Closed,23:47.0
1-636931254,Completed-Closed,37:52.0
1-636931254,Accepted-In Progress,07:11.0
1-636931254,Queued-Awaiting Assignment,45:27.0
1-636931254,Accepted-In Progress,45:51.0
1-636931254,Accepted-In Progress,35:52.0
1-636931254,Accepted-In Progress,06:00.0
1-636931254,Completed-Closed,14:43.0
1-636931254,Accepted-In Progress,00:13.0
1-636931254,Accepted-In Progress,00:51.0
1-636931254,Queued-Awaiting Assignment,46:05.0
1-636931254,Accepted-In Progress,19:06.0
1-636931254,Queued-Awaiting Assignment,05:59.0
1-636931254,Accepted-In Progress,46:41.0
1-636931254,Accepted-Assigned,01:34.0
1-636931254,Accepted-In Progress,01:40.0
1-636931254,Accepted-In Progress,21:20.0
1-636931254,Completed-Closed,59:51.0
1-636931254,Accepted-In Progress,44:21.0
1-637035141,Accepted-In Progress,42:24.0
1-637035141,Completed-Closed,27:17.0
1-637059802,Completed-Closed,55:57.0
1-637059802,Accepted-In Progress,55:12.0
1-637089310,Accepted-In Progress,49:14.0
1-637089310,Accepted-Assigned,52:21.0
1-637089310,Accepted-In Progress,02:15.0
1-637089310,Accepted-In Progress,15:37.0
1-637089310,Completed-Closed,16:32.0
1-637089310,Accepted-In Progress,15:53.0
1-637089310,Completed-Closed,16:13.0
1-637142120,Accepted-In Progress,33:58.0
1-637142120,Completed-Closed,38:43.0
1-637222863,Accepted-In Progress,59:22.0
1-637222863,Completed-Closed,01:12.0
1-637222863,Queued-Awaiting Assignment,51:23.0
1-637222863,Accepted-In Progress,44:50.0
